drug_claim_name	drug_name	concept_id	drug_claim_source
APRINDINE	APRINDINE	chembl:CHEMBL1213033	TdgClinicalTrial
Benzothiazepine analog 10			TTD
AVX-470			TTD
CHEMBL1200969	DUTASTERIDE	chembl:CHEMBL1200969	ChemblInteractions
chembl:CHEMBL24322	CHEMBL24322	chembl:CHEMBL24322	ChemblDrugs
SB3			JAX-CKB
TCMDC-124653	CHEMBL533921	chembl:CHEMBL533921	DTC
CARPROFEN	CARPROFEN	chembl:CHEMBL1316	TdgClinicalTrial
DB06103			DrugBank
chembl:CHEMBL1525298	DIETHYLSTILBESTROL DIPROPIONATE	chembl:CHEMBL1525298	ChemblDrugs
chembl:CHEMBL1343568	CHEMBL1343568	chembl:CHEMBL1343568	ChemblDrugs
249565819			GuideToPharmacology
178102910			GuideToPharmacology
DB00630			DrugBank
4-PHENYLPHENOL	CHEMBL73380	chembl:CHEMBL73380	DTC
chembl:CHEMBL455185	CHEMBL455185	chembl:CHEMBL455185	ChemblDrugs
Triazole gold complexe 3			TTD
135652340	CHEMBL446325	chembl:CHEMBL446325	GuideToPharmacology
pegaptanib	PEGAPTANIB SODIUM	chembl:CHEMBL1201421	PharmGKB
chembl:CHEMBL147350	CHEMBL147350	chembl:CHEMBL147350	ChemblDrugs
chembl:CHEMBL101168	CHEMBL101168	chembl:CHEMBL101168	ChemblDrugs
Vinorelbine	VINORELBINE	chembl:CHEMBL553025	JAX-CKB
404859157			GuideToPharmacology
chembl:CHEMBL2324200	TETRA-IODOPHENOLPHTHALEIN	chembl:CHEMBL2324200	ChemblDrugs
chembl:CHEMBL2108738	NIVOLUMAB	chembl:CHEMBL2108738	ChemblDrugs
252166577	PRACINOSTAT	chembl:CHEMBL1851943	GuideToPharmacology
DIENOGEST	DIENOGEST	chembl:CHEMBL1201864	TdgClinicalTrial
RG7129			TTD
DB02840	CHEMBL178130	chembl:CHEMBL178130	DrugBank
CHEMBL3188267	CAPMATINIB	chembl:CHEMBL3188267	ChemblInteractions
GLPG-0634	FILGOTINIB	chembl:CHEMBL3301607	TTD
MLN0128	SAPANISERTIB	chembl:CHEMBL3545097	MyCancerGenome
chembl:CHEMBL600738	CHEMBL600738	chembl:CHEMBL600738	ChemblDrugs
chembl:CHEMBL600315	CHEMBL600315	chembl:CHEMBL600315	ChemblDrugs
Sodium phenylbutyrate			TTD
INDOMETHACIN	INDOMETHACIN	chembl:CHEMBL6	TdgClinicalTrial
AZAMETHIPHOS	AZAMETHIPHOS	chembl:CHEMBL1867031	DTC
GSK2636771	GSK-2636771	chembl:CHEMBL3188551	OncoKB
Anrukinzumab	ANRUKINZUMAB	chembl:CHEMBL1742985	TTD
Methyl 2-amino-4-phenylthiophene-3-carboxylate			TTD
Estriol	ESTRIOL	chembl:CHEMBL193482	TTD
4-IMIDAZOLEACRYLIC ACID	CHEMBL1236602	chembl:CHEMBL1236602	DTC
chembl:CHEMBL257543	CHEMBL257543	chembl:CHEMBL257543	ChemblDrugs
135652457	SECRETIN	chembl:CHEMBL3039582	GuideToPharmacology
CHEMBL1201540	INSULIN SUSP ISOPHANE RECOMBINANT HUMAN	chembl:CHEMBL1201540	ChemblInteractions
(R)-INDOPROFEN	(R)-INDOPROFEN	chembl:CHEMBL264931	DTC
PMID25684022-Compound-WO2011137219 36(3-5)			TTD
Matairesinol derivative 1			TTD
QUERCETIN DIHYDRATE	QUERCETIN DIHYDRATE	chembl:CHEMBL1173475	DTC
HALOBETASOL PROPIONATE	HALOBETASOL PROPIONATE	chembl:CHEMBL1200908	DTC
Ensartinib	ENSARTINIB	chembl:CHEMBL4113131	TTD
N-acylpiperidine ether derivative 5			TTD
chembl:CHEMBL1231052	ARSENIC	chembl:CHEMBL1231052	ChemblDrugs
letrozole	LETROZOLE	chembl:CHEMBL1444	PharmGKB
chembl:CHEMBL16332	ZOFENOPRILAT	chembl:CHEMBL16332	ChemblDrugs
L-4-THIOPROLINE	CHEMBL1800368	chembl:CHEMBL1800368	DTC
Cefacetrile	CEPHACETRILE	chembl:CHEMBL2110602	TTD
wikidata:Q5134764	CLOBETASONE	wikidata:Q5134764	Wikidata
IDARUBICINE	IDARUBICIN	chembl:CHEMBL1117	MyCancerGenomeClinicalTrial
US10022354, Example 152			TTD
DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE	chembl:CHEMBL1200567	DTC
chembl:CHEMBL1213412	CHEMBL1213412	chembl:CHEMBL1213412	ChemblDrugs
chembl:CHEMBL3187812	ILEPATRIL	chembl:CHEMBL3187812	ChemblDrugs
ALT-836			TTD
385612247			GuideToPharmacology
381745003			GuideToPharmacology
2,3-DICHLORO-PROPENE	CHEMBL156075	chembl:CHEMBL156075	DTC
chembl:CHEMBL1510	ELETRIPTAN	chembl:CHEMBL1510	ChemblDrugs
NKR-2 cells			TTD
TSR-011			JAX-CKB
PMID26560530-Compound-15			TTD
PMID27998201-Compound-7			TTD
chembl:CHEMBL4297859	AZINTUXIZUMAB VEDOTIN	chembl:CHEMBL4297859	ChemblDrugs
MGCD265	GLESATINIB	chembl:CHEMBL3989914	CancerCommons
DB02812	CHEMBL256892	chembl:CHEMBL256892	DrugBank
chembl:CHEMBL590186	CHEMBL590186	chembl:CHEMBL590186	ChemblDrugs
381745008			GuideToPharmacology
CHEMBL1029	MIGLUSTAT	chembl:CHEMBL1029	ChemblInteractions
INSULIN	INSULIN	chembl:CHEMBL1201631	NCI
135650438	IVABRADINE	chembl:CHEMBL471737	GuideToPharmacology
249565639	GOLVATINIB	chembl:CHEMBL3039525	GuideToPharmacology
135651149			GuideToPharmacology
FLUDIAZEPAM	FLUDIAZEPAM	chembl:CHEMBL13291	TdgClinicalTrial
178102998	DABIGATRAN	chembl:CHEMBL48361	GuideToPharmacology
P54			TTD
wikidata:Q27077026	DEUTETRABENAZINE	wikidata:Q27077026	Wikidata
chembl:CHEMBL592044	CHEMBL592044	chembl:CHEMBL592044	ChemblDrugs
DB07583			DrugBank
178101151			GuideToPharmacology
FORMESTANE	FORMESTANE	chembl:CHEMBL132530	NCI
135652143			GuideToPharmacology
135651788			GuideToPharmacology
chembl:CHEMBL227075	DIHYDROTANSHINONE I	chembl:CHEMBL227075	ChemblDrugs
chembl:CHEMBL257695	AZIDOTHYMIDINE MONOPHOSPHATE	chembl:CHEMBL257695	ChemblDrugs
XL147	PILARALISIB	chembl:CHEMBL3360203	TTD
CHEMBL1950651	EVODENOSON	chembl:CHEMBL1950651	ChemblInteractions
NILOTINIB	NILOTINIB	chembl:CHEMBL255863	TEND
DB01950	CHEMBL259850	chembl:CHEMBL259850	DrugBank
chembl:CHEMBL2261340	IMPROGAN	chembl:CHEMBL2261340	ChemblDrugs
DB06835			DrugBank
135649920	ALNIDITAN	chembl:CHEMBL88240	GuideToPharmacology
PMID25980951-Compound-12			TTD
178100660			GuideToPharmacology
178103092	ODANACATIB	chembl:CHEMBL481611	GuideToPharmacology
135652297			GuideToPharmacology
chembl:CHEMBL1376091	CHEMBL1376091	chembl:CHEMBL1376091	ChemblDrugs
s 1 (combination)			PharmGKB
DB07836			DrugBank
chembl:CHEMBL3827379	BMS-955176	chembl:CHEMBL3827379	ChemblDrugs
chembl:CHEMBL1200	BENOXINATE	chembl:CHEMBL1200	ChemblDrugs
PROTEASE INHIBITORS			NCI
chembl:CHEMBL459265	HEXAMETHYL PARAROSANILINE	chembl:CHEMBL459265	ChemblDrugs
CILENGITIDE	CILENGITIDE	chembl:CHEMBL429876	NCI
chembl:CHEMBL534084	CHEMBL534084	chembl:CHEMBL534084	ChemblDrugs
chembl:CHEMBL1729	CISAPRIDE	chembl:CHEMBL1729	ChemblDrugs
CHEMBL1201740	NILOTINIB HYDROCHLORIDE MONOHYDRATE	chembl:CHEMBL1201740	ChemblInteractions
GNF-PF-4576	CHEMBL527336	chembl:CHEMBL527336	DTC
CLOFIBRATE	CLOFIBRATE	chembl:CHEMBL565	TEND
chembl:CHEMBL3786343	OLMUTINIB	chembl:CHEMBL3786343	ChemblDrugs
381118862			GuideToPharmacology
chembl:CHEMBL1709259	CHEMBL1709259	chembl:CHEMBL1709259	ChemblDrugs
CHEMBL1200879	WARFARIN SODIUM	chembl:CHEMBL1200879	ChemblInteractions
Dacinostat	DACINOSTAT	chembl:CHEMBL356066	JAX-CKB
ISIS-GCGRrx			TTD
chembl:CHEMBL1525	PERMETHRIN	chembl:CHEMBL1525	ChemblDrugs
CETIRIZINE DIHYDROCHLORIDE	CETIRIZINE HYDROCHLORIDE	chembl:CHEMBL1607273	DTC
chembl:CHEMBL304432	NITROSCANATE	chembl:CHEMBL304432	ChemblDrugs
chembl:CHEMBL273891	CHEMBL273891	chembl:CHEMBL273891	ChemblDrugs
CHEMBL3545119	BMS-794833	chembl:CHEMBL3545119	ChemblInteractions
404859122			GuideToPharmacology
chembl:CHEMBL409	BICALUTAMIDE	chembl:CHEMBL409	ChemblDrugs
DB09552	THONZONIUM	chembl:CHEMBL1201322	DrugBank
223366200	TELAPREVIR	chembl:CHEMBL231813	GuideToPharmacology
chembl:CHEMBL327715	CHEMBL327715	chembl:CHEMBL327715	ChemblDrugs
ORG-13011	GEPIRONE	chembl:CHEMBL284092	TTD
315661335			GuideToPharmacology
MECLOFENAMIC ACID			TEND
PMID28350212-Compound-20			TTD
chembl:CHEMBL1234033	CHEMBL1234033	chembl:CHEMBL1234033	ChemblDrugs
DB00213	PANTOPRAZOLE	chembl:CHEMBL1502	DrugBank
POLYVALENT VACCINE			NCI
chembl:CHEMBL1051	LATANOPROST	chembl:CHEMBL1051	ChemblDrugs
Biaryl mannoside derivative 29			TTD
178101459			GuideToPharmacology
Bevacizumab	BEVACIZUMAB	chembl:CHEMBL1201583	CGI
chembl:CHEMBL322796	CYPRODIME	chembl:CHEMBL322796	ChemblDrugs
HALOBETASOL PROPIONATE			TdgClinicalTrial
DB00414	ACETOHEXAMIDE	chembl:CHEMBL1589	DrugBank
DB01558	BROMAZEPAM	chembl:CHEMBL277062	DrugBank
DB11757	ISTRADEFYLLINE	chembl:CHEMBL431770	DrugBank
chembl:CHEMBL83547	CHEMBL83547	chembl:CHEMBL83547	ChemblDrugs
AF-219	GEFAPIXANT	chembl:CHEMBL3716057	TTD
DB00904	ONDANSETRON	chembl:CHEMBL46	DrugBank
PMID25468267-Compound-50			TTD
RAF265	RAF-265	chembl:CHEMBL558752	JAX-CKB
OMS405	OMS405	chembl:CHEMBL3545277	TTD
chembl:CHEMBL19010	IODOPROXYFAN	chembl:CHEMBL19010	ChemblDrugs
CHEMBL1200911	QUETIAPINE FUMARATE	chembl:CHEMBL1200911	ChemblInteractions
DB09215	DROXICAM	chembl:CHEMBL1213420	DrugBank
chembl:CHEMBL1829174	FASIGLIFAM	chembl:CHEMBL1829174	ChemblDrugs
chembl:CHEMBL1232445	CHEMBL1232445	chembl:CHEMBL1232445	ChemblDrugs
PF-04691502	PF-04691502	chembl:CHEMBL1234354	TALC
rigosertib	RIGOSERTIB	chembl:CHEMBL1241855	JAX-CKB
2-hydroxybenzamide derivative 2			TTD
PYRITHIONE	PYRITHIONE	chembl:CHEMBL1650619	DTC
CINOLAZEPAM	CINOLAZEPAM	chembl:CHEMBL2104926	TdgClinicalTrial
DB06868	CHEMBL1229677	chembl:CHEMBL1229677	DrugBank
YTTRIUM-90 EDOTREOTIDE			TdgClinicalTrial
chembl:CHEMBL1385514	DICHLORISONE ACETATE	chembl:CHEMBL1385514	ChemblDrugs
Otelixizumab	OTELIXIZUMAB	chembl:CHEMBL1743053	TTD
IPRATROPIUM	IPRATROPIUM	chembl:CHEMBL1621597	TEND
Ocriplasmin	OCRIPLASMIN	chembl:CHEMBL2095222	TTD
chembl:CHEMBL427524	CHEMBL427524	chembl:CHEMBL427524	ChemblDrugs
Hematopoietic stem cell gene therapy			TTD
(-)-ZILEUTON	CHEMBL1164975	chembl:CHEMBL1164975	DTC
chembl:CHEMBL167804	CHEMBL167804	chembl:CHEMBL167804	ChemblDrugs
IMO-2125	TILSOTOLIMOD	chembl:CHEMBL4297838	TTD
GSK1795091			TTD
FLUTICASONE	FLUTICASONE	chembl:CHEMBL1201396	TdgClinicalTrial
CHEMBL2107869	INSULIN DEGLUDEC	chembl:CHEMBL2107869	ChemblInteractions
chembl:CHEMBL4297311	ONO-2952	chembl:CHEMBL4297311	ChemblDrugs
DANTHRON	DANTHRON	chembl:CHEMBL53418	DTC
315661108	CHEMBL608559	chembl:CHEMBL608559	GuideToPharmacology
Taselisib	TASELISIB	chembl:CHEMBL2387080	OncoKB
CHEMBL290352	CEP-1347	chembl:CHEMBL290352	ChemblInteractions
CetuGEX			TTD
PMID25776143-Compound-1			TTD
chembl:CHEMBL221907	CUDRAFLAVONE B	chembl:CHEMBL221907	ChemblDrugs
Mirogabalin	MIROGABALIN	chembl:CHEMBL3545125	TTD
PMID25666693-Compound-64			TTD
Tetra-hydro-quinoline derivative 4			TTD
nitrous oxide			PharmGKB
53801030	DIARYLPROPIONITRILE	chembl:CHEMBL334773	GuideToPharmacology
acetaldehyde	ACETALDEHYDE	chembl:CHEMBL170365	PharmGKB
ERYTHRO			NCI
GDNF			NCI
N-(phenylpyrazolyl)benzamide derivative 1			TTD
Aprotinin	APROTININ	chembl:CHEMBL1201619	TTD
DB04776	CHEMBL1235702	chembl:CHEMBL1235702	DrugBank
DLX-105			TTD
BMS-779788	BMS-779788	chembl:CHEMBL3545418	TTD
SJ000236197	CHEMBL582496	chembl:CHEMBL582496	DTC
MESTRANOL	MESTRANOL	chembl:CHEMBL1201151	TEND
CARBOPLATIN	CARBOPLATIN	chembl:CHEMBL1351	ClearityFoundationBiomarkers
chembl:CHEMBL355401	CHEMBL355401	chembl:CHEMBL355401	ChemblDrugs
CHEMBL2105683	NAPROXEN ETEMESIL	chembl:CHEMBL2105683	ChemblInteractions
DYDROGESTERONE	DYDROGESTERONE	chembl:CHEMBL1200853	TdgClinicalTrial
DIMETHYLADENINE	DIMETHYLADENINE	chembl:CHEMBL407391	DTC
135650397	N-METHYLHISTAMINE	chembl:CHEMBL507	GuideToPharmacology
135652178			GuideToPharmacology
BCI-632			TTD
chembl:CHEMBL489	AFIMOXIFENE	chembl:CHEMBL489	ChemblDrugs
HMPL-523	HMPL-523	chembl:CHEMBL3545301	JAX-CKB
medroxyprogesterone	MEDROXYPROGESTERONE ACETATE	chembl:CHEMBL717	PharmGKB
178102777	SC-41390	chembl:CHEMBL14823	GuideToPharmacology
DB07843	CHEMBL220529	chembl:CHEMBL220529	DrugBank
DB02221			DrugBank
DB04695			DrugBank
PMID30280939-Compound-WO2005070959			TTD
URIDINE	URIDINE	chembl:CHEMBL100259	DTC
chembl:CHEMBL60662	6-BENZYLTHIOINOSINE	chembl:CHEMBL60662	ChemblDrugs
NOVOBIOCIN	NOVOBIOCIN	chembl:CHEMBL36506	NCI
DB04036			DrugBank
chembl:CHEMBL1229846	PHENOXYETHANOL	chembl:CHEMBL1229846	ChemblDrugs
chembl:CHEMBL117225	CHEMBL117225	chembl:CHEMBL117225	ChemblDrugs
135651037	SERTINDOLE	chembl:CHEMBL12713	GuideToPharmacology
Nintedanib	NINTEDANIB	chembl:CHEMBL502835	CGI
S-(P-AZIDOPHENACYL)GLUTATHIONE	CHEMBL1256813	chembl:CHEMBL1256813	DTC
AZD6738	CERALASERTIB	chembl:CHEMBL4297189	JAX-CKB
NILOTINIB	NILOTINIB	chembl:CHEMBL255863	MyCancerGenome
chembl:CHEMBL1200755	CERULETIDE DIETHYLAMINE	chembl:CHEMBL1200755	ChemblDrugs
chembl:CHEMBL2216859	NEMIRALISIB	chembl:CHEMBL2216859	ChemblDrugs
CHEMBL3544936	XL-844	chembl:CHEMBL3544936	ChemblInteractions
Metixene	METHIXENE	chembl:CHEMBL1201342	TTD
SUN13834			TTD
COSMOMYCIN C	COSMOMYCIN C	chembl:CHEMBL2152009	DTC
DB08004			DrugBank
chembl:CHEMBL4228124	ORG-25935	chembl:CHEMBL4228124	ChemblDrugs
chembl:CHEMBL603370	CHEMBL603370	chembl:CHEMBL603370	ChemblDrugs
SULFAPYRIDINE	SULFAPYRIDINE	chembl:CHEMBL700	DTC
178101823			GuideToPharmacology
DB07787	CHEMBL361054	chembl:CHEMBL361054	DrugBank
ARQ 621			TTD
DANAZOL	DANAZOL	chembl:CHEMBL1479	NCI
178102925	AURANOFIN	chembl:CHEMBL1366	GuideToPharmacology
348353659			GuideToPharmacology
Cyclopropylamine derivative 8			TTD
DB01397	MAGNESIUM SALICYLATE	chembl:CHEMBL3989810	DrugBank
178101787	METYROSINE	chembl:CHEMBL1200862	GuideToPharmacology
DB03766	PROPIONIC ACID	chembl:CHEMBL14021	DrugBank
DB11131			DrugBank
chembl:CHEMBL315021	FORASARTAN	chembl:CHEMBL315021	ChemblDrugs
381745007			GuideToPharmacology
FIIN-01			JAX-CKB
METHYLERGONOVINE	METHYLERGONOVINE	chembl:CHEMBL1201356	TEND
178103327			GuideToPharmacology
DB07284	CHEMBL220346	chembl:CHEMBL220346	DrugBank
TC-5214	DEXMECAMYLAMINE	chembl:CHEMBL2103881	TdgClinicalTrial
TZP-101	ULIMORELIN HYDROCHLORIDE	chembl:CHEMBL1923502	TdgClinicalTrial
DEMECARIUM BROMIDE			TdgClinicalTrial
N-METHYLANTHRANILIC ACID	N-METHYLANTHRANILIC ACID	chembl:CHEMBL1528955	DTC
chembl:CHEMBL171699	CHEMBL171699	chembl:CHEMBL171699	ChemblDrugs
tacrolimus	TACROLIMUS	chembl:CHEMBL269732	PharmGKB
chembl:CHEMBL522733	CHEMBL522733	chembl:CHEMBL522733	ChemblDrugs
CKD602			TTD
chembl:CHEMBL591118	CARMEGLIPTIN	chembl:CHEMBL591118	ChemblDrugs
TCMDC-125773	CHEMBL528451	chembl:CHEMBL528451	DTC
CHEMBL1201584	ABCIXIMAB	chembl:CHEMBL1201584	ChemblInteractions
310264751			GuideToPharmacology
CNS-5161	CNS-5161	chembl:CHEMBL41306	TdgClinicalTrial
chembl:CHEMBL1209497	CHEMBL1209497	chembl:CHEMBL1209497	ChemblDrugs
Isosorbide Dinitrate			FDA
SAR113244			TTD
chembl:CHEMBL63	ROLIPRAM	chembl:CHEMBL63	ChemblDrugs
178103653	FAMOTIDINE	chembl:CHEMBL902	GuideToPharmacology
PHENAMIL	PHENAMIL	chembl:CHEMBL211502	DTC
wikidata:Q6457467	LCZ696	wikidata:Q6457467	Wikidata
chembl:CHEMBL1524273	PHTHALYLSULFATHIAZOLE	chembl:CHEMBL1524273	ChemblDrugs
178103450	TERIFLUNOMIDE	chembl:CHEMBL973	GuideToPharmacology
US8921389, 210			TTD
135650042			GuideToPharmacology
chembl:CHEMBL337450	TAS-109	chembl:CHEMBL337450	ChemblDrugs
223366132			GuideToPharmacology
chembl:CHEMBL3982690	ALOBRESIB	chembl:CHEMBL3982690	ChemblDrugs
Pyrimidinyl pyrazolamine derivative 1			TTD
chembl:CHEMBL580071	CHEMBL580071	chembl:CHEMBL580071	ChemblDrugs
CHEMBL1742428	DONITRIPTAN	chembl:CHEMBL1742428	ChemblInteractions
GO-Y015	CHEMBL477052	chembl:CHEMBL477052	DTC
DB00941	HEXAFLURONIUM	wikidata:Q5748740	DrugBank
CHEMBL1201692	FOLLITROPIN ALFA	chembl:CHEMBL1201692	ChemblInteractions
CHEMBL3545399	R-112	chembl:CHEMBL3545399	ChemblInteractions
315661233			GuideToPharmacology
PMID27774822-Compound-Figure3CompoundI-165			TTD
178100227	CHLOROFORM	chembl:CHEMBL44618	GuideToPharmacology
CHEMBL87992	ESLICARBAZEPINE ACETATE	chembl:CHEMBL87992	ChemblInteractions
RO-84304	CHEMBL1257083	chembl:CHEMBL1257083	DTC
chembl:CHEMBL379692	CHEMBL379692	chembl:CHEMBL379692	ChemblDrugs
MCP-1			TTD
US8754233, (4-Benzothiazol-2-yl-1H-pyrazol-3-yl)-[2-(1H-imidazol-4-yl)-ethyl]-amine			TTD
DUTASTERIDE	DUTASTERIDE	chembl:CHEMBL1200969	TdgClinicalTrial
chembl:CHEMBL431367	ROXINDOLE	chembl:CHEMBL431367	ChemblDrugs
TC-6499-12	TC-6499	chembl:CHEMBL3545353	TTD
Chlormerodrin	CHLORMERODRIN	chembl:CHEMBL2110562	TTD
DB08734	CHEMBL129788	chembl:CHEMBL129788	DrugBank
CHEMBL1201448	ARDEPARIN SODIUM	chembl:CHEMBL1201448	ChemblInteractions
178103732	DESLORATADINE	chembl:CHEMBL1172	GuideToPharmacology
Rintatolimod	RINTATOLIMOD	chembl:CHEMBL2107862	TTD
chembl:CHEMBL406652	CHEMBL406652	chembl:CHEMBL406652	ChemblDrugs
chembl:CHEMBL146	BUTYLATED HYDROXYTOLUENE	chembl:CHEMBL146	ChemblDrugs
chembl:CHEMBL313938	CHEMBL313938	chembl:CHEMBL313938	ChemblDrugs
252166509	SERIBANTUMAB	chembl:CHEMBL3545071	GuideToPharmacology
(+)-THALIPORPHINE	CHEMBL1397308	chembl:CHEMBL1397308	DTC
AZD-1446	AZD1446	chembl:CHEMBL2179529	TTD
135651358			GuideToPharmacology
chembl:CHEMBL298734	LONAFARNIB	chembl:CHEMBL298734	ChemblDrugs
PENTAMIDINE ISETHIONATE			NCI
NSC-747268	CHEMBL595911	chembl:CHEMBL595911	DTC
Famotidine	FAMOTIDINE	chembl:CHEMBL902	TTD
PMID28870136-Compound-44			TTD
381118880	AM-461	chembl:CHEMBL3545014	GuideToPharmacology
187051807	SCRIPTAID	chembl:CHEMBL96051	GuideToPharmacology
PMID28394193-Compound-53			TTD
CELECOXIB	CELECOXIB	chembl:CHEMBL118	TALC
PMID27019002-Compound-37a			TTD
Ketoheterocycle derivative 3			TTD
chembl:CHEMBL433041	EPTASTIGMINE	chembl:CHEMBL433041	ChemblDrugs
Celtura			TTD
chembl:CHEMBL266459	ZOMEPIRAC SODIUM	chembl:CHEMBL266459	ChemblDrugs
chembl:CHEMBL257705	CHEMBL257705	chembl:CHEMBL257705	ChemblDrugs
4-Hydroxy-2,5-dimethyl-3(2H)-furanone			TTD
CHLOROBENZILATE	CHLOROBENZILATE	chembl:CHEMBL539904	DTC
CHEMBL1200497	CYCLIZINE LACTATE	chembl:CHEMBL1200497	ChemblInteractions
chembl:CHEMBL1235429	CHEMBL1235429	chembl:CHEMBL1235429	ChemblDrugs
Pyrazole derivative 37			TTD
chembl:CHEMBL427421	CHEMBL427421	chembl:CHEMBL427421	ChemblDrugs
DB02996			DrugBank
Anti-LAG3			TTD
DB03052	DAZOXIBEN	chembl:CHEMBL267473	DrugBank
chembl:CHEMBL1633	KETOTIFEN FUMARATE	chembl:CHEMBL1633	ChemblDrugs
252166500			GuideToPharmacology
NARINGIN	NARINGIN	chembl:CHEMBL451532	DTC
BDBM50363773			TTD
chembl:CHEMBL1200419	MOLINDONE HYDROCHLORIDE	chembl:CHEMBL1200419	ChemblDrugs
KETANSERIN	KETANSERIN	chembl:CHEMBL51	DTC
315661340	TIRABRUTINIB	chembl:CHEMBL4071161	GuideToPharmacology
SILMITASERTIB	SILMITASERTIB	chembl:CHEMBL1230165	DTC
chembl:CHEMBL3545232	AQW051	chembl:CHEMBL3545232	ChemblDrugs
Itacitinib	ITACITINIB	chembl:CHEMBL3622820	TTD
Dihydropyrido pyrazinone compound 3			TTD
chembl:CHEMBL203407	CHEMBL203407	chembl:CHEMBL203407	ChemblDrugs
RANTES			NCI
LEVOCABASTINE	LEVOCABASTINE	chembl:CHEMBL1615438	TEND
GSK2140944	GEPOTIDACIN	chembl:CHEMBL3317856	TTD
Pyrrolo[2,3-d]pyrimidine derivative 12			TTD
AMG900	AMG-900	chembl:CHEMBL2140408	MyCancerGenome
PENTOSAN POLYSULFATE			TEND
chembl:CHEMBL3545181	TIOTROPIUM BROMIDE	chembl:CHEMBL3545181	ChemblDrugs
CHEMBL568	OXAZEPAM	chembl:CHEMBL568	ChemblInteractions
BMN-110	ELOSULFASE ALFA	chembl:CHEMBL2108676	TTD
chembl:CHEMBL1255743	TRANYLCYPROMINE HYDROCHLORIDE	chembl:CHEMBL1255743	ChemblDrugs
DB00540	NORTRIPTYLINE	chembl:CHEMBL445	DrugBank
CHEMBL1689	TOLAZOLINE HYDROCHLORIDE	chembl:CHEMBL1689	ChemblInteractions
chembl:CHEMBL253976	CHEMBL253976	chembl:CHEMBL253976	ChemblDrugs
Indecainide	INDECAINIDE	chembl:CHEMBL1201242	TTD
135650365	IBUPROFEN	chembl:CHEMBL521	GuideToPharmacology
DB12520	PLOZALIZUMAB	chembl:CHEMBL3707228	DrugBank
PMID29649907-Compound-38			TTD
Urea and carbamate bioisostere derivative 4			TTD
SRIF-28	CHEMBL442494	chembl:CHEMBL442494	DTC
375973261			GuideToPharmacology
US10065972, Example 560			TTD
135649838			GuideToPharmacology
chembl:CHEMBL516357	CHEMBL516357	chembl:CHEMBL516357	ChemblDrugs
CM-AT			TTD
HOMATROPINE METHYLBROMIDE	HOMATROPINE METHYLBROMIDE	chembl:CHEMBL1200851	DTC
178102838			GuideToPharmacology
135652573			GuideToPharmacology
AGN-208397			TTD
NEUROPROTECTIVE AGENT			NCI
METHYLPREDNISOLONE	METHYLPREDNISOLONE	chembl:CHEMBL650	NCI
CHEMBL492399	VERUBULIN	chembl:CHEMBL492399	ChemblInteractions
252166618			GuideToPharmacology
DB14004	TILDRAKIZUMAB	chembl:CHEMBL2108681	DrugBank
EVEROLIMUS	EVEROLIMUS	chembl:CHEMBL1908360	TdgClinicalTrial
363894211	PEXMETINIB	chembl:CHEMBL3545297	GuideToPharmacology
chembl:CHEMBL27266	INDOLACTUM	chembl:CHEMBL27266	ChemblDrugs
VPI-2690B			TTD
ORE-1001	ORE-1001	chembl:CHEMBL429844	TTD
CHEMBL24	ATENOLOL	chembl:CHEMBL24	ChemblInteractions
CHEMBL3545275	LY2623091	chembl:CHEMBL3545275	ChemblInteractions
PMID26815044-Compound-114			TTD
MEXILETINE	MEXILETINE	chembl:CHEMBL558	NCI
MEGESTROL ACETATE	MEGESTROL ACETATE	chembl:CHEMBL1201139	DTC
BHT	BUTYLATED HYDROXYTOLUENE	chembl:CHEMBL146	NCI
CHEMBL1201741	OLANZAPINE PAMOATE	chembl:CHEMBL1201741	ChemblInteractions
DB14042	GALCANEZUMAB	chembl:CHEMBL3707328	DrugBank
CF-102	NAMODENOSON	chembl:CHEMBL431733	TdgClinicalTrial
178100294			GuideToPharmacology
FLUOXASTROBIN	FLUOXASTROBIN	chembl:CHEMBL1902591	DTC
TETRANITROMETHANE	TETRANITROMETHANE	chembl:CHEMBL261663	DTC
NGP 555			TTD
chembl:CHEMBL2110938	PIPRADROL	chembl:CHEMBL2110938	ChemblDrugs
CNTX-6970			TTD
chembl:CHEMBL228814	ISPINESIB	chembl:CHEMBL228814	ChemblDrugs
348353652			GuideToPharmacology
HYDRASTININE	HYDRASTININE	chembl:CHEMBL1314044	DTC
381744966	CLEMIZOLE	chembl:CHEMBL1407943	GuideToPharmacology
135649905			GuideToPharmacology
OICR-9429			CIViC
chembl:CHEMBL226471	CHEMBL226471	chembl:CHEMBL226471	ChemblDrugs
chembl:CHEMBL376632	CHEMBL376632	chembl:CHEMBL376632	ChemblDrugs
Ethambutol	ETHAMBUTOL	chembl:CHEMBL44884	TTD
GELDANAMYCIN	GELDANAMYCIN	chembl:CHEMBL278315	DTC
135651187			GuideToPharmacology
dorzolamide	DORZOLAMIDE	chembl:CHEMBL218490	PharmGKB
315661127	EVOCALCET	chembl:CHEMBL4297621	GuideToPharmacology
CHEMBL2109367	LMB-2	chembl:CHEMBL2109367	ChemblInteractions
chembl:CHEMBL1595865	CHINOMETHIONAT	chembl:CHEMBL1595865	ChemblDrugs
chembl:CHEMBL449928	BIFENOX	chembl:CHEMBL449928	ChemblDrugs
